lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	identifier_system	project	lang	user
melding	NN	2012	2012-2019	2012-2019_melding_94439		På spørsmål fra Alfheim svarer Cappelen så bekreftende på at han da i 2009 ikke visste eksakt når innførselen kom til Norge. Måtte presse på om «snø» Tingrettsdommer Heger grep også inn om meldinger om «snø» mellom Jensen og Cappelen. Fredag 11. februar skrives disse meldingene: Jensen: Stille, men mye snø. Cappelen: Dritt med snø. Jensen: Jepp.	189:198	0:347	14851	nor_dia_change_subset2	no	andrey
melding	NN	2012	2012-2019	2012-2019_melding_55783		Fra de 26 forskjellige legekontorene i Finnmark har det kommet åtte konkrete meldinger om problemer.	77:86	0:100	14857	nor_dia_change_subset2	no	andrey
melding	NN	1980	1980-1990	1980-1990_melding_3944		"Denne enkéten ""sjekker"" signalene og styrer dem videre til forskjellig mottakerutstyr i sentralen, dataskjerm som viser meldingen i klar tekst, datalager, båndopptaker m.v."	120:129	0:172	14846	nor_dia_change_subset2	no	andrey
melding	NN	1980	1980-1990	1980-1990_melding_1834		Det følger av alminnelige forvaltningsrettslige prinsipper at et forvaltningsorgan kan omgjøre eget vedtak, og vedtak som er truffet av underordnet organ, innen de rammer som er gitt i forvaltningsloven § 35. Det skilles her mellom omgjøring til gunst og omgjøring til skade, og det er satt frister for å gi varsel om at vedtaket overprøves samt frist for å gi melding om at vedtaket er omgjort. Bestemmelsene i lovens § 14-6 tredje ledd om omgjøring inneholder ingen frister.	361:368	0:476	14855	nor_dia_change_subset2	no	andrey
melding	NN	1980	1980-1990	1980-1990_melding_3006		Ligningskontoret har mottatt melding fra Datasenteret om forskuttert bidrag, anført på forskuddsbladet.	29:36	0:103	14861	nor_dia_change_subset2	no	andrey
melding	NN	2012	2012-2019	2012-2019_melding_7137		Angrepet av tre kvinner Kvinnene skal ha angrepet mannen og slått ham flere ganger mens han lå nede. Foto: Terje Pedersen, ANB - Mannen forklarte at det trolig var forsøk på ran, forteller operasjonsleder Petter Aronsen i Vestfold politidistrikt til Tønsbergs Blad. Politiet fikk melding om saken klokken 22.12 lørdag kveld.	280:287	0:324	14850	nor_dia_change_subset2	no	andrey
melding	NN	2012	2012-2019	2012-2019_melding_109979		I meldingen het det at auksjonsprosessen «ble gjennomført på en måte som medførte at enkelte strategiske relevante aktører ikke deltok».	2:11	0:136	14843	nor_dia_change_subset2	no	andrey
melding	NN	2012	2012-2019	2012-2019_melding_69007		- Jeg har mistet alt, sa hun på spørsmål fra statsadvokat Andreas Schei om hvordan drapet har påvirket livet hennes. FOTO: Ane Hem - Barnet beveger seg ikke, var blant de mange dramatiske meldinger som kom inn til politi og AMK om masseslagsmålet på Ellingsrud.	188:197	0:261	14862	nor_dia_change_subset2	no	andrey
melding	NN	1980	1980-1990	1980-1990_melding_5172		Mange kommuner har allerede startet opp med å typebestemme saker med sikte på en mer effektiv behandling. Pkt. 1 gir en definisjon av typebestemt behandling samt utgangspunktet for differensiering. Utvalget har foreslått en grovsiling av ulike sakstyper, men det er den enkelte kommune som må vurdere hvilken sakstype den enkelte melding forutsettes å tilhøre. Pkt. 2 gir kommunen en mulighet til å foreta ytterligere inndeling i sakstyper for å sikre en god intern ansvarsdeling og rasjonell behandling i kommunen.	330:337	0:515	14842	nor_dia_change_subset2	no	andrey
melding	NN	2012	2012-2019	2012-2019_melding_54522		Ifølge operasjonsleder Vibeke Naess i Hordaland politidistrikt har en person kontaktet politiet og opplyst at han kan vaere eier av den forlatte kajakken. – Vi undersøker dette nå, sier Naess. Klokken 22.31 søndag fikk politiet i Hordaland melding fra en privatperson som hadde hørt rop om hjelp fra sjøen. – Etter meldingen om ropene, ble det funnet en kajakk og en padleåre i det samme området.	237:244	0:393	14859	nor_dia_change_subset2	no	andrey
