lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	identifier_system	project	lang	user
kloakk	NN	1929	1929-1965	1929-1965_kloakk_77		Det er for tiden ikke meget veilys å passe på, det er kun blendingslampene som må fornyes en gang imellom. Arbeidet med veivedlikeholdet er sterkt hemmet, lukking av kloakker må utstå til sementrør kan skaffes, og andre oppgåver må hvile.	166:174	0:238	13574	real_norwegian_semantic_change	no	andrey
kloakk	NN	1929	1929-1965	1929-1965_kloakk_35		Både Tøyenbekken og H. løp tidl. ut i Oslo havn, men så ble Tøyenbekken ledet i kloakk til Akerselva i 1877.	80:86	0:108	13589	real_norwegian_semantic_change	no	andrey
kloakk	NN	1970	1970-2015	1970-2015_kloakk_789		Landbruk, kloakk og industri bidrar med henholdsvis 46, 14 og 1% av tilførslene av Tot-N (tabell 2) til Glomma. Gjør en et grovt overslag der en antar at vinterkonsentrasjonen av Tot-N er proporsjonal med tilførslene, så vil bakgrunnstilførslene fra skog og andre naturområder alene gi en naeringssaltkonsentrasjon i Glomma vann på ca 300 (ug/l).	10:16	0:345	13590	real_norwegian_semantic_change	no	andrey
kloakk	NN	1929	1929-1965	1929-1965_kloakk_131		For bygninger der er opført før lov av 26 mai 1899 trådte i kraft, men efter lov av 30 april 1880, blir reglene i sistnevnte lov gjeldende. 10 5. Bestemmelsene i punkt 3 og 4 skal også bli å befølge når eldre vei inngår i regulert gate. 17 Forandring av 17 januar 1930. § 48, ledd 3. 11 Når gate hvis vedlikeholdelse ikke var overtatt av kommunen, da loven av 3 april 1880 trådte i kraft, i det hele eller for en del oparbeides for kommunens regning, skal de grunneiere som efter naervaerende vedtekts ikrafttreden på eiendommer, langs hviike oparbeidelse av gate med kloakk er bekostet av kommunen, har opført eller opfører nybygning eller tii- eller på bygning på eldre sådan, enhver for sin eiendoms vedkommende, refundere kommunen dens utlegg til oparbeidelse av gate. 12 Beløpet betales innen 3 måneder efter at opgave over størrelsen er meddelt, eller såfremt henstand ønskes i høist 10 årlige terminer mot at der svares 5 av hundre i årlig rente av det til enhver tid tilbakestående beløp. 13 Grunneiernes forpliktelse skal dog ikke gå videre enn til å erstatte kommunen halvparten av dens utgifter ved oparbeidelse av gaten i en bredde av inntil 20 m og ved nedlegning av kloakkrør av inntil 305 mm diameter. 14 § 48, 1e d d 6. Med hensyn til den en eiendom påhvilende erstatningsplikt i anledning av iverksatt gateoparbeidelse blir der ved kommunens foranstalt- ning å avholde fornøden tingles- ning til anførsel på vedkommende eiendoms folium i panteregistret. 18 1 Mens §§ 46 og 47 omhandler grunnerhverveise og dermed sammenhengende spørsmål, omhandler § 48 gateoparbeidelse.	566:572	0:1585	13587	real_norwegian_semantic_change	no	andrey
kloakk	NN	1970	1970-2015	1970-2015_kloakk_381		Siden forskriften også omfatter større skip, har man funnet det nødvendig å gi like strenge regler for utslipp fra rom som benyttes til medisinske formål som for utslipp fra toaletter. Utslipp fra medisinske rom defineres derfor i denne forskriften også som kloakk.	258:264	0:265	13571	real_norwegian_semantic_change	no	andrey
kloakk	NN	1929	1929-1965	1929-1965_kloakk_40		Ved overdragelse av kommunale industritomter bør det sikres at vedkommende bygger på tomten innen en viss tidsfrist. 2. Ved offentlig tilrettelegging av veg, vann og kloakk for private tomtearealer for industri, bør det avtales med eieren at kommunen har anledning til å overta hele eller deler av arealet etter takst hvis byggingen ikke er påbegynt innen en viss tidsfrist.	166:172	0:374	13572	real_norwegian_semantic_change	no	andrey
kloakk	NN	1970	1970-2015	1970-2015_kloakk_77		Rensing av kloakk på kommunale renseanlegg omfatter ved siden av fjerning av fosfor og nitrogen også fjerning av en rekke andre forurensende komponenter (virus, bakterier, or- Virkemidler i miljøpolitikken Kapittel 23 tet og forbi renseanlegget, og avgiftslegge nettoutslippet presist.	11:17	0:285	13577	real_norwegian_semantic_change	no	andrey
kloakk	NN	1970	1970-2015	1970-2015_kloakk_681		Også anlegg av grøfter for vann og kloakk innebaerer et arealforbruk, men dette har vi ikke beregnet. I generalplanen er hele området på nordsiden av riksvegen forutsatt reservert landbruks- og friluftsinteresser.	35:41	0:212	13575	real_norwegian_semantic_change	no	andrey
kloakk	NN	1929	1929-1965	1929-1965_kloakk_45		Helserådet nedla forbud mot bruk av drikkevann fra bekk som ble forurenset ved kloakkene fra ovenforliggende villabebyggelse.	79:88	0:125	13578	real_norwegian_semantic_change	no	andrey
kloakk	NN	1970	1970-2015	1970-2015_kloakk_333		Midt på 1980-tallet naermet et langvarig arbeid seg fullføring: en sammenhengende bypark fra Sentrum til Marka langs en elv fri for kloakk.	131:137	0:138	13580	real_norwegian_semantic_change	no	andrey
kloakk	NN	1929	1929-1965	1929-1965_kloakk_73		Under krigsårene har veilyset vaert ute av funksjon, og dette i forbindelse med blendingen av alle vinduer, gjør det meget vanskelig å ferdes utendørs etter mørkets frembrudd. Vi avslutter dette avsnitt med ønsket om at den dag ikke må vaere fjern da våre 51 veilyslamper atter kan tennes, og mørketiden er slutt. Vann og kloakk.	320:326	0:327	13585	real_norwegian_semantic_change	no	andrey
kloakk	NN	1970	1970-2015	1970-2015_kloakk_686		Når det gjelder videregående skoler, har 15 fylkesting bestemt at vertskommunen skal sørge for gratis tomt til skoleanlegg, idrettsanlegg og elevinternater, samt veg, vann og kloakk fram til tomtegrense eller til husvegg.	175:181	0:221	13582	real_norwegian_semantic_change	no	andrey
kloakk	NN	1970	1970-2015	1970-2015_kloakk_185		Vegdrift, bruer og ferger Vannverk og ledningsnett (som eier) Fordeling av vann i kriser Renseanlegg for kloakk og ledningsnett Akutt forurensning Renovasjon Brannvern: Forebyggende virksomhet	105:111	0:192	13584	real_norwegian_semantic_change	no	andrey
kloakk	NN	1929	1929-1965	1929-1965_kloakk_79		Der var nok av oppgåver i vellet AU mens min siet med vei, vann og kloakk meldte det elektriske ly, se- og så var det å få det inn til hjemmene, og sa var det vegbelysning. Baerumsbanen kom stikkende, og linjevalget voldte store bøtger.	67:73	0:235	13592	real_norwegian_semantic_change	no	andrey
kloakk	NN	1970	1970-2015	1970-2015_kloakk_985		Etter lov kan vedkommende myndighet pålegge: (Emneområde 2: Arealplanlegging, bygnings og brannvesen.) 4.1. Eier å knytte bygning til offentlig vannledning og kloakk.	159:165	0:166	13586	real_norwegian_semantic_change	no	andrey
kloakk	NN	1970	1970-2015	1970-2015_kloakk_334		Parkeringspolitikken og kommunale tilknytningsavgifter for vann og kloakk er eksempler på kommunale virkemidler som kan påvirke lokaliseringsbeslutninger.	67:73	0:154	13588	real_norwegian_semantic_change	no	andrey
