identifier1	identifier2	annotator	judgment	comment	lemma
13481	13474	titare	3	comment	idiot
13481	13463	titare	3	comment	idiot
13481	13479	alexandra_w	4	comment	idiot
13481	13463	HelleBol	2	comment	idiot
13481	13482	titare	3	comment	idiot
13481	13478	HelleBol	4	comment	idiot
13481	13465	alexandra_w	4	comment	idiot
13481	13473	HelleBol	4	comment	idiot
13481	13465	titare	4	comment	idiot
13481	13471	alexandra_w	4	comment	idiot
13481	13478	alexandra_w	4	comment	idiot
13481	13467	HelleBol	2	comment	idiot
13481	13476	titare	3	comment	idiot
13481	13466	alexandra_w	4	comment	idiot
13469	13478	HelleBol	4	comment	idiot
13469	13463	alexandra_w	3	comment	idiot
13469	13480	HelleBol	4	comment	idiot
13469	13467	HelleBol	2	comment	idiot
13469	13467	alexandra_w	4	comment	idiot
13469	13481	alexandra_w	4	comment	idiot
13469	13476	alexandra_w	3	comment	idiot
13469	13463	HelleBol	2	comment	idiot
13469	13480	titare	4	comment	idiot
13469	13481	titare	4	comment	idiot
13469	13468	titare	3	comment	idiot
13469	13464	HelleBol	4	comment	idiot
13469	13465	titare	4	comment	idiot
13469	13474	titare	3	comment	idiot
13469	13464	titare	4	comment	idiot
13469	13465	HelleBol	4	comment	idiot
13469	13467	titare	3	comment	idiot
13469	13471	HelleBol	4	comment	idiot
13474	13470	titare	3	comment	idiot
13474	13466	titare	2	comment	idiot
13474	13472	titare	4	comment	idiot
13474	13479	alexandra_w	1	comment	idiot
13474	13465	HelleBol	2	comment	idiot
13474	13468	titare	4	comment	idiot
13474	13475	alexandra_w	2	comment	idiot
13474	13478	titare	4	comment	idiot
13474	13480	alexandra_w	3	comment	idiot
13474	13471	titare	2	comment	idiot
13474	13464	alexandra_w	1	comment	idiot
13474	13477	HelleBol	2	comment	idiot
13474	13472	alexandra_w	3	comment	idiot
13474	13469	HelleBol	2	comment	idiot
13474	13480	titare	3	comment	idiot
13474	13478	HelleBol	2	comment	idiot
13474	13466	alexandra_w	2	comment	idiot
13474	13475	HelleBol	2	comment	idiot
13474	13473	alexandra_w	2	comment	idiot
13474	13466	HelleBol	2	comment	idiot
13475	13481	HelleBol	4	comment	idiot
13475	13481	alexandra_w	3	comment	idiot
13475	13474	titare	3	comment	idiot
13475	13480	alexandra_w	4	comment	idiot
13475	13464	alexandra_w	3	comment	idiot
13475	13471	HelleBol	4	comment	idiot
13475	13482	titare	3	comment	idiot
13475	13471	titare	4	comment	idiot
13475	13465	titare	4	comment	idiot
13475	13469	titare	4	comment	idiot
13475	13473	titare	4	comment	idiot
13475	13477	HelleBol	4	comment	idiot
13475	13468	alexandra_w	2	comment	idiot
13475	13470	alexandra_w	3	comment	idiot
13471	13467	alexandra_w	3	comment	idiot
13471	13479	HelleBol	4	comment	idiot
13471	13469	titare	4	comment	idiot
13471	13473	alexandra_w	4	comment	idiot
13471	13463	titare	3	comment	idiot
13471	13466	alexandra_w	4	comment	idiot
13471	13480	alexandra_w	4	comment	idiot
13471	13482	alexandra_w	2	comment	idiot
13471	13477	alexandra_w	4	comment	idiot
13471	13463	HelleBol	2	comment	idiot
13471	13467	HelleBol	2	comment	idiot
13471	13474	alexandra_w	2	comment	idiot
13471	13468	HelleBol	4	comment	idiot
13471	13473	titare	4	comment	idiot
13471	13465	alexandra_w	4	comment	idiot
13471	13464	HelleBol	4	comment	idiot
13471	13479	alexandra_w	4	comment	idiot
13463	13467	alexandra_w	2	comment	idiot
13463	13475	titare	3	comment	idiot
13463	13482	titare	4	comment	idiot
13463	13474	titare	4	comment	idiot
13463	13471	alexandra_w	3	comment	idiot
13463	13464	titare	3	comment	idiot
13463	13479	titare	3	comment	idiot
13463	13478	HelleBol	2	comment	idiot
13463	13481	alexandra_w	4	comment	idiot
13463	13466	alexandra_w	3	comment	idiot
13463	13468	alexandra_w	4	comment	idiot
13463	13480	titare	3	comment	idiot
13463	13466	HelleBol	2	comment	idiot
13463	13472	titare	4	comment	idiot
13463	13480	alexandra_w	3	comment	idiot
13463	13470	alexandra_w	3	comment	idiot
13478	13473	titare	3	comment	idiot
13478	13466	HelleBol	4	comment	idiot
13478	13463	titare	4	comment	idiot
13478	13482	HelleBol	2	comment	idiot
13478	13480	HelleBol	4	comment	idiot
13478	13475	HelleBol	4	comment	idiot
13478	13474	alexandra_w	3	comment	idiot
13478	13475	alexandra_w	4	comment	idiot
13478	13469	titare	3	comment	idiot
13478	13467	alexandra_w	4	comment	idiot
13478	13464	titare	3	comment	idiot
13478	13482	alexandra_w	3	comment	idiot
13478	13472	HelleBol	4	comment	idiot
13478	13467	titare	4	comment	idiot
13478	13465	alexandra_w	4	comment	idiot
13478	13476	alexandra_w	2	comment	idiot
13478	13479	alexandra_w	3	comment	idiot
13482	13471	titare	3	comment	idiot
13482	13463	HelleBol	4	comment	idiot
13482	13467	titare	4	comment	idiot
13482	13481	HelleBol	2	comment	idiot
13482	13474	HelleBol	4	comment	idiot
13482	13468	HelleBol	0	comment	idiot
13482	13469	alexandra_w	2	comment	idiot
13482	13477	alexandra_w	2	comment	idiot
13482	13481	alexandra_w	2	comment	idiot
13482	13474	titare	4	comment	idiot
13482	13465	titare	3	comment	idiot
13482	13477	HelleBol	2	comment	idiot
13482	13480	alexandra_w	2	comment	idiot
13482	13477	titare	3	comment	idiot
13482	13470	titare	3	comment	idiot
13482	13466	HelleBol	2	comment	idiot
13482	13471	HelleBol	2	comment	idiot
13472	13477	HelleBol	4	comment	idiot
13472	13466	HelleBol	4	comment	idiot
13472	13478	titare	4	comment	idiot
13472	13475	alexandra_w	4	comment	idiot
13472	13467	HelleBol	2	comment	idiot
13472	13476	titare	4	comment	idiot
13472	13468	alexandra_w	4	comment	idiot
13472	13482	titare	4	comment	idiot
13472	13479	HelleBol	4	comment	idiot
13472	13469	titare	3	comment	idiot
13472	13466	titare	3	comment	idiot
13472	13467	alexandra_w	2	comment	idiot
13472	13471	alexandra_w	4	comment	idiot
13472	13463	HelleBol	2	comment	idiot
13472	13481	alexandra_w	4	comment	idiot
13472	13475	HelleBol	4	comment	idiot
13472	13464	titare	3	comment	idiot
13472	13482	alexandra_w	3	comment	idiot
13472	13482	HelleBol	2	comment	idiot
13467	13477	HelleBol	2	comment	idiot
13467	13471	titare	3	comment	idiot
13467	13477	alexandra_w	4	comment	idiot
13467	13477	titare	3	comment	idiot
13467	13482	HelleBol	4	comment	idiot
13467	13466	alexandra_w	4	comment	idiot
13467	13481	titare	3	comment	idiot
