lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	identifier_system	project	lang	user
nett	NN	1980	1980-1990	1980-1990_nett_400		Et meget stort antall, om ønskelig hundrevis, av fjernsyns- og lydprogram vil i dette nettet kunne overføres til abonnentene etter individuelt valg. Teleadministrasjoner i flere land er igang med tekniske prøver og planlegging av slike nett.	86:90	0:241	15240	nor_dia_change_subset2	no	andrey
nett	NN	1980	1980-1990	1980-1990_nett_603		På denne måten kan en vaere med på å utvikle avanserte løsninger i nettet som vil vaere av stor betydning for det norske samfunn, ikke minst for norske bedrifters konkurranseevne.	66:72	0:177	15234	nor_dia_change_subset2	no	andrey
nett	NN	1980	1980-1990	1980-1990_nett_156		Sjjtg i n g s område 198 Bredbåndskommunikas jon 10 3 Satellittkommunikas jon 124 Mobilkommunikasjon 107 Optikk og mikroelektronikk 178 Teletjenester og terminaler 126 ISDN, nett og tjenester 170 Bedriftskommunikas jon 65 Drift og vedlikehold 118 Annen virksomhet 342 1988 1.9 .8.9 276 (buds jett-tall) 49 .	174:178	0:307	15249	nor_dia_change_subset2	no	andrey
nett	NN	2012	2012-2019	2012-2019_nett_7389		De tiltalte er en 19 år gammel pakistaner, en 26 år gammel nordmann og to norske kvinner på 19 og 21 år. Våren 2011 slo de seg sammen der de flere uker på rad klarte å lure menn i en sexfelle der de klarte å presse mennene for flere hundre tusen kroner. Hund, våpen og verktøy Metoden var den samme hver gang. De to jentene, som den gang var 17 og 19 år gamle, chattet på nettet med menn som viste sin interesse.	372:378	0:412	15246	nor_dia_change_subset2	no	andrey
nett	NN	1980	1980-1990	1980-1990_nett_176		Tilknytningsavgift beregnes etter lov av 31. mai 1974 for tilknytning av private vann- og avløpsledninger til kommunalt nett. I flere kommuner praktiseres graderte tilknytningsavgifter som delvis erstatning for refusjonsberegning i hver enkelt sak. Intensjonene er at refusjon, tilknytningsavgift og årsavgift samlet skal bidra til fullfinansiering av kommunens investeringer, vedlikeholds- og driftsutgifter for eksterne anlegg. c) Andre juridiske virkemidler Plan- og bygningslovens bestemmelser gir kommunene gode styringsmuligheter ved planlegging av utbyggingsmønster, og ved planlegging og utforming av boligområder.	120:124	0:622	15245	nor_dia_change_subset2	no	andrey
nett	NN	2012	2012-2019	2012-2019_nett_14439		Når flere via nettet Telenorsjef Jon Fredrik Baksaas sier til Aftenposten at tilgangen til nettet brer seg, og dermed er det lettere å nå frem med informasjon og undervisning på fjerntliggende steder. - Selv i et fattig landbruksland som Bangladesh, med relativt svakt utbygd infrastruktur, er mobildekningen på 98 prosent.	14:20	0:323	15237	nor_dia_change_subset2	no	andrey
nett	NN	2012	2012-2019	2012-2019_nett_10576		Reaksjonen til Zlatan går nå som ild i tørt gress på nettet og i sosiale medier. I stedet for å dytte tilbake, finner nemlig Paris Saint Germain-proffen fram sitt mest intense «dødsblikk» (se video øverst i saken).	53:59	0:214	15244	nor_dia_change_subset2	no	andrey
nett	NN	2012	2012-2019	2012-2019_nett_23299		Det lokale kulturlivet for barn og unge er derfor en baerebjelke i det nasjonale kulturlivet, og må prioriteres. 3rd-party-bio Fakta: Hva er et Si ;D-innlegg? – Si ;D er Aftenpostens debattsider for ungdom mellom 13 og 21 år – Vi publiserer cirka 20 innlegg i uken både på papir og nett – Målet er å løfte frem unge stemmer i samfunnsdebatten	281:285	0:341	15247	nor_dia_change_subset2	no	andrey
nett	NN	2012	2012-2019	2012-2019_nett_15554		Det mørke nettet beskrives som et parallelt nett, utenfor rekkeviden til ordinaere google-søk, som krever at man har installert spesiell programvare for å få tilgang til nettstedene.	10:14	0:181	15252	nor_dia_change_subset2	no	andrey
nett	NN	2012	2012-2019	2012-2019_nett_4217		Samtidig har 35.000 midlertidig ansatte i USAs største varehuskjede fått fast deltidsstilling og ytterligere 35.000 deltidsansatte har fått fulltidsjobb. Wal-Mart har tatt opp konkurransen med blant andre Amazon og eBay om å selge mer over nett. Svak vekst i butikkene Konkurranse mellom netthandelsselskapene og vanlig varehandel er skjerpet de senere årene. Stadig flere kunder velger å handle på nettet i stedet for å gå i butikken.	240:244	0:435	15254	nor_dia_change_subset2	no	andrey
nett	NN	1980	1980-1990	1980-1990_nett_370		Televerket har hittil konsentrert seg om levering av interne nett for telefoni knyttet til offentlige tjenestenett, mens det er apen konkurranse med lite eller intet engasjement fra Televerkets side i utbygging av lukkede nett og interne nett for dataoverføring tilknyttet offentlige nett.	61:65	0:289	15250	nor_dia_change_subset2	no	andrey
nett	NN	1980	1980-1990	1980-1990_nett_352		Dersom det skulle vaere tilfeller hvor brukere kan bygge ut et nett raskere enn det Televerket kan klare på grunn av manglende bevilgninger på det aktuelle tidspunktet, bør dette fortsatt skje i Televerkets regi, men midlertidig finansiert av brukerne.	62:66	0:251	15236	nor_dia_change_subset2	no	andrey
