lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	identifier_system	project	lang	user
tester	NN	1980	1980-1990	1980-1990_tester_36		Men sanspillene er ikke signifikante på for eksenpel 5 prosent nivå når en tar hensyn til at de er plukket ut blant 149. Antall sanspill ned forventning 0 ble estinert til 141. Demed burde nivået .05/141 = .0004 brukes på de enkelte tester.	233:239	0:240	14814	nor_dia_change_subset2	no	andrey
tester	NN	1980	1980-1990	1980-1990_tester_35		Komiteen er kjent med at det f.eks. ved opptak til det medisinske studium ved enkelte amerikanske universiteter benyttes tester som også skal undersøke kandidatens egnethet for yrket. Verdien av slike tester er omstridt, og komiteen antar at det er lite aktuelt å ta i bruk slike hjelpemidler innenfor vår norske tradisjon.	121:127	0:323	14805	nor_dia_change_subset2	no	andrey
tester	NN	1980	1980-1990	1980-1990_tester_17		Kontakt med PP- tjenesten bør opprettes på et tidlig tidspunkt for å legge inn evt. observasjoner og tester.	101:107	0:108	14807	nor_dia_change_subset2	no	andrey
tester	NN	1980	1980-1990	1980-1990_tester_8		Introduksjonen av de ulike typer HIV-tester har illustrert noen av problemene ved de såkalte prediktive tester.	37:43	0:111	14812	nor_dia_change_subset2	no	andrey
tester	NN	2012	2012-2019	2012-2019_tester_425		Det er subjektivt, men et godt triks er å sjekke tester av TV-er på nettet før du gjør et kjøp. Valg 2: LED eller plasma	49:55	0:120	14810	nor_dia_change_subset2	no	andrey
tester	NN	2012	2012-2019	2012-2019_tester_302		Tester, som vurderte hver elev i basisfag som språk, matte, naturfag og lignende ble kjørt (Også kjent som SAT og GCSE).	0:6	0:120	14817	nor_dia_change_subset2	no	andrey
tester	NN	2012	2012-2019	2012-2019_tester_1815		I oktober 2017 sendte politiet inn biologisk spormateriale i jakten på svar i saken. Det er gjort tester av materiale som tidligere er testet, samt tester av materiale som ikke har blitt testet før. Resultatene er nå samlet i en rapport fra GMI i Innsbruck i Østerrike. Politiadvokat Lars Ole Berge sier til VG at rapporten skal oversettes fra tysk til norsk.	98:104	0:359	14808	nor_dia_change_subset2	no	andrey
tester	NN	2012	2012-2019	2012-2019_tester_388		Denne testeren betalte 67 euro eller 500 kroner for rommet denne vårdagen. Det var verdt hver euro - og mer til. Oppholdet startet med hyggelig innsjekk fra en godt bemannet frontdesk.	6:14	0:184	14811	nor_dia_change_subset2	no	andrey
tester	NN	1980	1980-1990	1980-1990_tester_39		Dagens testaktivitet med over 10 000 tester i måneden koster anslagsvis 2,5 mill. kroner.	37:43	0:89	14797	nor_dia_change_subset2	no	andrey
tester	NN	2012	2012-2019	2012-2019_tester_588		De skulle ikke bli noe problem å bli godkjent i Norge, men de måtte muligens måtte ta tre måneders praksis og noen tester.	115:121	0:122	14798	nor_dia_change_subset2	no	andrey
tester	NN	1980	1980-1990	1980-1990_tester_41		Dagens testaktivitet med gjennomsnittlig 10 700 tester pr. måned koster Folketrygden ca. 430 000 kroner pr. måned i refusjon til landets laboratorier.	48:54	0:150	14802	nor_dia_change_subset2	no	andrey
tester	NN	1980	1980-1990	1980-1990_tester_21		Det finnes mange forskjellige testmetoder for de ulike situasjonene i dette tilfellet. Vi skal bruke data fra tabell 3.3 aog b nedenfor til å illustrere tester i dette avsnittet. Tabell 3.3.a. Personer som ikke disponerer fritidshus, fordelt etter alder og om de var på helgetur eller ikke i observasjons perioden.	153:159	0:314	14816	nor_dia_change_subset2	no	andrey
tester	NN	2012	2012-2019	2012-2019_tester_509		Det var et brudd på FN-sanksjoner som ble innført mot Nord-Korea etter landets tester av atomvåpen i 2006 og 2009 og tirsdag i forrige uke besluttet FNs sikkerhetsråd enstemmig å fordømme rakettoppskytningen og vedtok å stramme inn de eksisterende sanksjonene mot landet, skriver NTB. Nordkoreanske myndigheter svarte med å si at de planlegger en kjernefysisk test som vil vaere «rettet mot USA».	79:85	0:395	14799	nor_dia_change_subset2	no	andrey
tester	NN	2012	2012-2019	2012-2019_tester_516		Første test: 1949 Siste test: 1990 Totale tester: 715 Storbritannia Første test: 1952 Siste test: 1991 Totale tester: 45 Frankrike Første test: 1960 Siste test: 1996 Totale tester: 210 Kina Første test: 1964 Siste test: 1996 Totale tester: 45 India Første test: 1974 Siste test: 1998 Totale tester: 6 Pakistan Første test: 1998 Siste test: 1998 Totale tester: 6 Nord-Korea Første test: 2006 Siste test: 2013 Totale tester: 3 I tillegg tror mange at Israel har atomvåpen, men det er ikke bekreftet at landet har gjennomført tester.	42:48	0:530	14800	nor_dia_change_subset2	no	andrey
tester	NN	2012	2012-2019	2012-2019_tester_498		- Northug deltar i, kan bli hans eneste tester med startnummer på brystet mellom Tour de Ski og VM. - Betyr ingenting	40:46	0:117	14813	nor_dia_change_subset2	no	andrey
tester	NN	1980	1980-1990	1980-1990_tester_16		Spesielle retningslinjer for aluminium, bly, jern, kadmium, kobber, kobolt, krom, mangan og nikkel. Ved bestemmelse av bly ble det gjennomført en del tester med forskjellig temperatur og tidsprogrammer ved tørkingen av prøvene.	150:156	0:227	14801	nor_dia_change_subset2	no	andrey
tester	NN	1980	1980-1990	1980-1990_tester_27		Når vi så har Valgt ut en muligens redusert modell ut fra dette, begynner vi å analysere det problem som egentlig interesserer oss, og foretar tester eller konstruerer konfidensintervall på grunnlag av den reduserte modellen vi har valgt ut. Vi bruker altså det samme observasjonsmaterialet til en rekke ulike tester e.1., og kanskje uten å ta hensyn til at resultatet av én test vanligvis vil influere både på valget av test og av sannsynlighetsnivået på de senere stadier.	143:149	0:474	14809	nor_dia_change_subset2	no	andrey
tester	NN	2012	2012-2019	2012-2019_tester_150		Billigbilene har tatt et sjumilssteg framover når det kommer til kjøreegenskaper, komfort og byggekvalitet, og byr på utstyr som man for få år siden måtte langt opp i pris for å finne, fortsetter han. - Dette gjenspeiles i våre tester.	228:234	0:235	14815	nor_dia_change_subset2	no	andrey
tester	NN	1980	1980-1990	1980-1990_tester_10		Effekten for laererne og laererstudentene skal måles ved hjelp av spørreskjema og tester. TROMS FYLKESBIBLIOTEK Prosjekt:	80:86	0:119	14804	nor_dia_change_subset2	no	andrey
tester	NN	2012	2012-2019	2012-2019_tester_960		For dette mottok Diack 14 millioner kroner mot at han utsatte prøver og skjulte tester for det. Le Monde har vaert i kontakt med både Macky Sall, som vant valget i 2012, og russiske Balakhnitjev.	80:86	0:194	14806	nor_dia_change_subset2	no	andrey
tester	NN	1980	1980-1990	1980-1990_tester_22		For små utvalg og/eller for probLemer med mer spesifiserte alternativ bør vi som vanlig prøve å finne bedre tester. Noen av metodene i 3.3.1 og i 3.3.2 kan brukes også her. nå som betingede tes ter Vi kan ha problemer som kan uttrykkes som problem (ii) eller (iii) i 3.3.1, men nå med betingede sannsynligheter.	108:114	0:311	14803	nor_dia_change_subset2	no	andrey
tester	NN	2012	2012-2019	2012-2019_tester_332		- Vi har også utført en rekke tester av systemet gjennom å gjenskape bølger, vind og strøm av ulik styrke i havlaboratoriet. Under modellforsøkene ble kontrollsystemet til Kongsberg koblet opp mot MARINTEKs fysiske modell og målesystemer.	30:36	0:238	14818	nor_dia_change_subset2	no	andrey
