lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	identifier_system	project	lang	user
katt	NN	1929	1929-1965	1929-1965_katten_13		Endelig skjedde det. Fire matroser rodde jollen, og Lind satt til rors med klor på katten.	83:89	0:90	13300	real_norwegian_semantic_change	no	andrey
katt	NN	1929	1929-1965	1929-1965_katten_44		Katten, gaupa, løven og tigeren regnes til én slekt, katteslekten.	53:65	0:66	13297	real_norwegian_semantic_change	no	andrey
katt	NN	1929	1929-1965	1929-1965_katten_27		Benene kastet han utover gulvet til katten.	36:42	0:43	13291	real_norwegian_semantic_change	no	andrey
katt	NN	1970	1970-2015	1970-2015_katten_4		Diversitetsindeksen tar hensyn til mengdefordelingen mellom artene og gir således et bedre mål på artsmangfoldet enn antall arter. Stasjonene R 6 Haslumtangen og R 7 Katten hadde samtidig høy dominans som viser at stasjonene er dominert av noen få arter. Sammenlignet med stasjoner på f.eks.	0:0	0:291	13304	real_norwegian_semantic_change	no	andrey
katt	NN	1970	1970-2015	1970-2015_katten_5		På de øvrige stasjonen var forholdstallene innenfor det man regner som normalt minst ett av årene. Figur 47. Totalt antall arter registrert på de enkelte stasjoner i Indre Oslofjord i 2001 og 2002. Rl = Filtvet, R2= Stor skjaer, R3= Søndre Spro, R4= Rabben, Rs= Ildjernet, R6= Haslumtangen, R7= Katten, RB= Hovedøya R 1 R 2 R 3 R 4 R 5 R 6 R 7 R 8 Stasjoner 60 50 S	0:0	0:364	13299	real_norwegian_semantic_change	no	andrey
katt	NN	1929	1929-1965	1929-1965_katten_46		Kalvhagcn 212. 265. «Kalvhagen» 199. Kalvvaeret 3. Kammen 22. 393. Kamvik 48. K år a m 6 r 137. «Karildstrand» 34. Karlaunet 21. Karlestrand 34. Karlslyst 360. Karlsnes 94. «Katinng» 34. Kattem 293. 333. «Katten» 280. «Kiepstad» 336. «Kicrckenoe» 121. «Kietterød» 254. Killingdalen 213. «Killinng» 289. Kimo 105. Kineb 114. Kinnset 359. «Kiostnes» 388. Kipneset 38. «Kirckerudt»(!) 228.	0:0	0:385	13307	real_norwegian_semantic_change	no	andrey
katt	NN	1929	1929-1965	1929-1965_katten_40		«Hva sier katten?» spurte Øyvind og pekte. Moren sang: Solen skinner vakkert om kvelden, katten ligger doven utpå hellen. «To små mus, fløte av et krus, fire stykker fisk stjal jeg bak en disk, og er så god og mett, og er så doven og trett!» sier katten.	10:16	0:254	13301	real_norwegian_semantic_change	no	andrey
katt	NN	1929	1929-1965	1929-1965_katten_59		«Katten, du godeste hvor har vi gjort av den?» Lill slapp forskrekket en hvit silkebluse ned på gulvet. «Ja hvor i all verden er det blitt av den? Den må vaere ett eller annet sted her på hotellet, for jeg husker tydelig at jeg bar inn kurven. Jeg tror jeg såtte den på en av stolene nede i hallen.»	235:241	0:298	13302	real_norwegian_semantic_change	no	andrey
katt	NN	1929	1929-1965	1929-1965_katten_48		Har katten nådd naer nok inn på dyret, kaster den sig over det med et hopp og hugger klørne i det. Katten har en lang hale, og den er et utmerket ror. Hjørnetennene er lange og spisse (fig 3), og med dem dreper katten dyret.	4:10	0:223	13306	real_norwegian_semantic_change	no	andrey
katt	NN	1970	1970-2015	1970-2015_katten_3		I übevoktetle nv#hl|ltk. or Krik blir sendt ut med katten. — net Mes at De har oppfunnet strip-tea.se? — Lsnrctifra. smilar Qypsv Rose Lee Kfttr-rulit	51:57	0:150	13298	real_norwegian_semantic_change	no	andrey
