lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	identifier_system	project	lang	user
vert	NN	2012	2012-2019	2012-2019_vert_4383		Søndag startet vertene best i målfest av en kamp. Zlakto Junuzovic satte kampens første mål etter 9 minutter, men bare minuttet senere utlignet Daniel Caligiuri.	15:22	0:161	15486	nor_dia_change_subset2	no	andrey
vert	NN	1980	1980-1990	1980-1990_vert_13		Modellen er en tyngderedusert numerisk modell som drives av vind og som også tar hensyn til ferskvannstilførsel fra Drammenselva og Glomma. Det er gjennomført strømmål inger med selvregistrerende strømmålere (Aanderaa) og med en vert i kal profilerende fartøysmontert strømmåler (ADCP), samt spredningstudier av overflatelaget med in situ hydrografiske, hydrokjemi ske og optiske observasjoner og analyse av satellittdata. (*Aas m.fl. 1989, *Dah1 ,1990, *Dahl og Hackett 1988, *Dahl m-f1.1990, *Sørensen m.fl. 1990 a, og *Sørensen og Lindell 1990).	229:233	0:548	15480	nor_dia_change_subset2	no	andrey
vert	NN	1980	1980-1990	1980-1990_vert_27		Det framtidige arbeidet med utvikling/tilpassing av edb-baserte bibliografiske databasar 0.1. bør vurderast lagt til Mo i Rana, slik at staben i Oslo vert redusert til rein driftskompetanse med 3 stillingar, dvs. at 4 stillingar kan overførast.	150:154	0:244	15489	nor_dia_change_subset2	no	andrey
vert	NN	1980	1980-1990	1980-1990_vert_6		Kriminalmeldingen peker spesielt på behovet for flere behandlingsplasser, og Justiskomiteen var i sin drøfting av meldingen spesielt opptatt av dette: Fleirtalet vil vidare peika på at det må verta etablert eit visst antall lukka institusjonplassar.	192:197	0:249	15476	nor_dia_change_subset2	no	andrey
vert	NN	2012	2012-2019	2012-2019_vert_5728		Kristiansund slo ikke Bryne forrige sesong, men nå står vertene med tre strake tap, og fire kamper uten seier i 1. divisjon. Gjestene på sin side har ikke tapt siden serieåpningen, og har vunnet fem av sine seks siste kamper.	56:63	0:225	15490	nor_dia_change_subset2	no	andrey
vert	NN	1980	1980-1990	1980-1990_vert_8		Et positivt innslag for en reiselivs vert er å stifte nye bekjentskaper og holde kontakt med disse (faste kunder).	37:41	0:114	15475	nor_dia_change_subset2	no	andrey
vert	NN	2012	2012-2019	2012-2019_vert_7002		Storflor fikk ballen på rundt 15 meter etter en flott opprulling fra venstre side. Skuddet med venstrefoten snek seg dessverre for verten så vidt utenfor stolpen til McDermott bakerst hos Kristiansund.	131:137	0:201	15473	nor_dia_change_subset2	no	andrey
vert	NN	2012	2012-2019	2012-2019_vert_3598		Midtbanespilleren traff stolpen da han fikk ballen lagt til rette av Jonas Johansen innenfor vertenes 16-meter.	93:101	0:111	15488	nor_dia_change_subset2	no	andrey
vert	NN	2012	2012-2019	2012-2019_vert_125		Etter drøyt 20 minutter kunne likevel vertene juble da Carlos Zambrano satte inn ledermålet for Peru.	38:45	0:101	15478	nor_dia_change_subset2	no	andrey
vert	NN	2012	2012-2019	2012-2019_vert_6841		Vertene jaget en utligningen.	0:7	0:29	15493	nor_dia_change_subset2	no	andrey
