lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	identifier_system	project	lang	user
fjær	NN	1980	1980-1990	1980-1990_fjær_7		2.2.2 Dyner og 'puter. Fyllmateriale av dun og fjaer blir fremdeles mye brukt, men også kunstfibrer, først og fremst polyesterfibrer er meget vanlig.	47:51	0:148	15143	nor_dia_change_subset2	no	andrey
fjær	NN	1980	1980-1990	1980-1990_fjær_1		De kan fortelle gjestene mye om vårt lands fjaerne og naere historie og om grunnlaget for dagens norske velferdssamfunn.	43:49	0:118	15132	nor_dia_change_subset2	no	andrey
fjær	NN	2012	2012-2019	2012-2019_fjær_874		Ofte er det mest prestisje i første sesong, så dette er en fjaer i hatten for dem som lager seriene.	59:63	0:99	15128	nor_dia_change_subset2	no	andrey
fjær	NN	1980	1980-1990	1980-1990_fjær_15		- Frem sprengte så greven av Provence, med fjaer i baretten og den vide grevekåpe langt utover den veldige hests sider. «Hill, hill greven av Provence - hill, hill Daniel Falbe!» - Greven av Provence vinket med sin behanskede hand og red statelig ut av Herbygårdens port, og ved hans side red den unge Raimund av Lusignan - ennu med den røde nellik under ansiktet.	43:47	0:363	15134	nor_dia_change_subset2	no	andrey
fjær	NN	1980	1980-1990	1980-1990_fjær_11		Ved senere avbrenning av hydraulikkrøret har så ventilen stengt ved hjelp av den innebygde fjaer aktiverte returmekanismen. 2. Ventilen er blitt åpnet ved en feiltakelse fra kontrollrommet, men resatt umiddelbart etterpå.	91:95	0:220	15133	nor_dia_change_subset2	no	andrey
fjær	NN	2012	2012-2019	2012-2019_fjær_417		Fjaer fra utrydningstruet fugl brukes i fiskefluer som selges over disk i Norge. Foto: Frank Lervik	0:4	0:98	15131	nor_dia_change_subset2	no	andrey
fjær	NN	2012	2012-2019	2012-2019_fjær_847		Det lå ubeskyttet i flere timer, før ei stokkand gikk inn for landing og la seg til å ruge. - Jeg hadde plantet stemor til maidagene, men alt var røsket opp for å gjøre plass til egget. Sist jeg telte lå det åtte egg der, og nå har hun brukt andre planter fra verandaen og sine egne fjaer til å dekke dem til. «Fjaerballer med luft» Nå ligger anda mesteparten av dagen i fred og ro ruger, med utsikt mot friidrettsanlegget og Nidelva. Når klokka naermer seg åtte, tar hun vingene fatt for en kveldstur.	283:287	0:499	15139	nor_dia_change_subset2	no	andrey
fjær	NN	1980	1980-1990	1980-1990_fjær_2		"Det er imidlertid ofte vanskelig å avgjøre kollisjonstidspunktet ettersom fjaer i snø synes å holde seg ""ferske"" over en viss tid. Undersøkelsesområdet ligger i et attraktivt utfartsterreng med relativt mange fritidsboliger."	74:78	0:223	15125	nor_dia_change_subset2	no	andrey
fjær	NN	2012	2012-2019	2012-2019_fjær_1044		Det førte til at fristen 31. oktober ikke blir møtt, slik Johnson har lovet. * Torsdag kom Johnsons beskjed om at han ønsker valg 12. desember. Mistet flertallet At flertallet stemte for prinsippene rundt avtalen er en fjaer i hatten for Johnson – det er første gang et flertall har vist seg for noen brexit-avtalen – men det betyr ikke at avtalen nødvendigvis vil gå gjennom i en endelig behandling av lovgivningen rundt det – dersom Johnson går videre med å få gjennom avtalen. Årsaken er at parlamentsmedlemmer da kan se sitt snitt til å legge til endringsforslag for å endre planen, enten til en mykere brexit eller ved at den støttes under forutsetning av at den legges fram for en folkeavstemning og der blir godkjent av folket.	219:223	0:733	15140	nor_dia_change_subset2	no	andrey
fjær	NN	2012	2012-2019	2012-2019_fjær_935		- Dette er en fjaer i hatten, ikke bare for oss, men for hele kultur-Norge.	14:18	0:74	15123	nor_dia_change_subset2	no	andrey
fjær	NN	2012	2012-2019	2012-2019_fjær_192		- Det er en stor fjaer i hatten også for trenere å gjøre det bra her. Resultater er en ting, men måten man spiller på, slik som Norge som gjør, ved å kombinere offensiv kraft og finesse med defensiv organisering, blir lagt merke til, sier Semb. Boble Men Skullerud vil ikke høre snakk om hva som skjer etter EM. - Vi er i boblen her nede, og der skal vi vaere.	17:21	0:358	15130	nor_dia_change_subset2	no	andrey
fjær	NN	2012	2012-2019	2012-2019_fjær_225		Eventuelt rullet i tjaere og fjaer. 1 Fryds Pizza Pluss:	28:32	0:54	15137	nor_dia_change_subset2	no	andrey
fjær	NN	2012	2012-2019	2012-2019_fjær_59		Men for Mazda er det en fjaer i hatten å komme seg så høyt, med noen unntak er vel merket tradisjonelt ikke det vi mest forbinder med lekkert design. Ikke så fint inni heller	24:28	0:173	15138	nor_dia_change_subset2	no	andrey
fjær	NN	1980	1980-1990	1980-1990_fjær_13		I 1976 var avtalen med kommunen oppfylt, og Vellet kunne sette enda en fjaer i hatten. Fra da av har opgaven bare vaert å få supplerende belysning på enkelte mørke steder, samt å varsle e-verket om utbrente lamper.	71:75	0:212	15141	nor_dia_change_subset2	no	andrey
