lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	identifier_system	project	lang	user
papir	NN	1980	1980-1990	1980-1990_papir_285		Det ble vedtatt å gi den konstituerte disponenten prokura, og nødvendige papirer og underskrifter for dette ble ordnet av styret.	73:80	0:129	14886	nor_dia_change_subset2	no	andrey
papir	NN	1980	1980-1990	1980-1990_papir_141		Landets 2 papirkonservatorer må ansees som en dråpe i havet i betraktning av de rent tallmessige forhold: Halvparten av den registrerte gjenstandsmasse utgjøres av kunst på papir. f) KUNSTINDUSTRI Ved landets tre kunstindustrimuseer, Kunstindustrimuseet i Oslo, Vestlandske Kunstindustrimuseum i Bergen og Nordenfjeldske Kunstindustrimuseum i Trondheim består samlingene av utvalg i gjenstander, spesielt etter estetiske kriterier, etter representasjon i stil og etter den kvalitet i tilvirkningen som er bygd inn i gjenstanden. Samlingene er store og meget verdifulle.	10:15	0:569	14893	nor_dia_change_subset2	no	andrey
papir	NN	2012	2012-2019	2012-2019_papir_3548		Aftenposten og Hjemmet størst på papir FOTO: Scanpix	33:38	0:52	14906	nor_dia_change_subset2	no	andrey
papir	NN	2012	2012-2019	2012-2019_papir_7437		- På papiret er det mulig; indiske myndigheter må jobbe for å fjerne byråkrati og gjennomføre prosjekter raskt.	5:12	0:111	14902	nor_dia_change_subset2	no	andrey
papir	NN	2012	2012-2019	2012-2019_papir_9076		Han mener det ikke nytter å si at unge minoriteter står bak vold, fordi de ikke har hatt de samme mulighetene til å lykkes. Fakta: Hva er et Si ;D-innlegg? – Si ;D er Aftenpostens debattsider for ungdom mellom 13 og 21 år – Vi publiserer cirka 20 innlegg i uken både på papir og nett – Målet er å løfte frem unge stemmer i samfunnsdebatten – Har du noe på hjertet?	270:275	0:364	14890	nor_dia_change_subset2	no	andrey
papir	NN	1980	1980-1990	1980-1990_papir_329		I Norge synes betegnelsen å bli anvendt på mindre papirer beregnet på utfylling: Tegningsblankett, postgiroblankett, kvitteringsblankett, festblankett, fakturablankett, oppkravsblankett, sjekkblankett, blankett for fraktbrev, RTV-blankett, osv.	50:57	0:244	14896	nor_dia_change_subset2	no	andrey
papir	NN	1980	1980-1990	1980-1990_papir_18		I siste halvdel av forrige århundre åpner ny teknologi og billigere papir for stadig flere avisdannelser, noe som øker konkurransen på eksisterende utgivelsessted, og som i neste omgang følges av en tiltakende spredning av avisproduksjonen fra sentrum mot utkanten.	68:73	0:265	14899	nor_dia_change_subset2	no	andrey
papir	NN	2012	2012-2019	2012-2019_papir_11713		Skjeggkreene spiser helst døde insekter og annen proteinrik mat, men kan også gnage på papir.	87:92	0:93	14885	nor_dia_change_subset2	no	andrey
papir	NN	2012	2012-2019	2012-2019_papir_4288		Flyveblader produserte jeg ved hjelp av papir jeg stjal fra en kopibutikk, og under konsertene satt jeg i døren og tok mot donasjoner til bandet, samtidig som jeg tok opp opptredenene på en firespors opptager.	40:45	0:209	14892	nor_dia_change_subset2	no	andrey
papir	NN	2012	2012-2019	2012-2019_papir_11156		Jeg leser Aftenposten på papir og ser litt på frokost-TV mens jeg drikker kaffe sammen med mannen min. Etterpå går jeg opp til kontoret mitt. Det tar bare fire minutter. Janne Møller-Hansen	25:30	0:189	14888	nor_dia_change_subset2	no	andrey
papir	NN	1980	1980-1990	1980-1990_papir_419		Midt mellom de to omstridte jorder, Vestflotten og Østflotten, satt nemlig den høye øvrighet ved et gult klaffebord og med gåsepenner i hendene, og på snippen av klaffebordet med protokoller og papirer i sømmelig avstand lå en bibel i brunt laerbind med tykke, gule messingbeslag og spenner.	194:201	0:290	14905	nor_dia_change_subset2	no	andrey
papir	NN	1980	1980-1990	1980-1990_papir_368		"Omsider uttaler han: ""Jeg skal fortelle Dem hvordan det henger sammen. Jeg røk uklar med en mann i den byen i California hvor jeg bodde, og han skrev ut et papir så jeg havnet på sinnssykeanstalt."" Jeg spurte om De hadde hørt stemmer? ""Ja, det var stemmene!"" Hvordan det? ""Det papiret."	156:161	0:285	14887	nor_dia_change_subset2	no	andrey
papir	NN	1980	1980-1990	1980-1990_papir_471		Det vil bli mye papir og en brysom ordning i praksis.	16:21	0:53	14900	nor_dia_change_subset2	no	andrey
papir	NN	1980	1980-1990	1980-1990_papir_201		Direktoratet for naturforvaltning, Riksantikvaren, Helsedirektoratet og Kommunenes sentralforbund Miljøbyen 2005 er trykt av Tangen-Trykk på papir framstilt uten bruk av klor. Produksjon: Grafisk Service Knut Grønli a.s.	141:146	0:220	14903	nor_dia_change_subset2	no	andrey
papir	NN	2012	2012-2019	2012-2019_papir_3965		En rekke lokalaviser går mot strømmen og øker lesertallene på papir.	62:67	0:68	14889	nor_dia_change_subset2	no	andrey
papir	NN	2012	2012-2019	2012-2019_papir_10033		Han er 211 centimeter høy, 19 år gammel og ranket som nummer 204 i verden. Dermed blir det på papiret en jevn kamp mot en servekjempe fra USA for 226.-plasserte Ruud.	94:101	0:166	14891	nor_dia_change_subset2	no	andrey
papir	NN	1980	1980-1990	1980-1990_papir_484		Tonn/W FIGUR 5.2. FORBRUK AV TRELAST I ULIKE BYGGTYPER PR. m 2 GULVFLATE. 1970-1982. m3/ m 2 Av det totale forbruket av cellulose og tremasse i Norge, går henholdsvis ca. 95 og 99 prosent til framstilling av papir og papp.	208:213	0:222	14904	nor_dia_change_subset2	no	andrey
papir	NN	1980	1980-1990	1980-1990_papir_351		En vesentlig del av økningen i humanistenes utstyrsbehov er nettopp knyttet til behovet for bedre penn og papir.	106:111	0:112	14898	nor_dia_change_subset2	no	andrey
papir	NN	2012	2012-2019	2012-2019_papir_4752		- Dette er et stort øyeblikk for klubben, sa Arsenal-manager Arsene Wenger etter at penn hadde møtt papir i London.	100:105	0:115	14901	nor_dia_change_subset2	no	andrey
papir	NN	2012	2012-2019	2012-2019_papir_10365		Spår avisdød i Tyrkia Mange aviser kan komme til å gå dukken dersom ikke tyrkiske myndigheter gir dem en hjelpende hånd, ifølge de tyrkiske journalistenes fagforeninger. – Mange aviser kommer til å forsvinner dersom ikke myndighetene fjerner skatten på avisene, meldte journalistenes fagforening i en uttalelse mandag ifølge dokuz8, et uavhengig nyhetsnettsted. Journalistenes fagforening skriver at etter at den nasjonale papirfabrikken SEKA ble privatisert, så har prisen på papir blitt tre ganger så høy.	423:428	0:507	14897	nor_dia_change_subset2	no	andrey
papir	NN	1980	1980-1990	1980-1990_papir_267		Ut over det som er nevnt foran, spesielt det forhold at forliksklagen skal avfattes som prosesskrift, stilles det ingen spesielle krav til den form f orUksklagen skal ha — muligens bortsett fra et rundskriv av 12. juU 1928 pkt. II om papirets format. I praksis er det imidlertid som kjent meget vanlig å benytte trykte skjemaer når forliksklage utferdiges.	234:242	0:356	14894	nor_dia_change_subset2	no	andrey
papir	NN	2012	2012-2019	2012-2019_papir_2764		Dersom de aksepterer deltakelsen i prosjektet, sender politiet papirene over til oss.	63:71	0:85	14895	nor_dia_change_subset2	no	andrey
