lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	identifier_system	project	lang	user
horisont	NN	1970	1970-2015	1970-2015_horisont_56		Ved Vardøhus festning er det fast tradisjon at festningen hilser solen velkommen tilbake ved saluttering når den viser seg for første gang over horisonten etter å ha vaert borte i to måneder. Kulturtilbud som faller inn under den andre hovedkategorien er arrangementer som:	144:154	0:272	13423	real_norwegian_semantic_change	no	andrey
horisont	NN	1970	1970-2015	1970-2015_horisont_3		Antall dager da solsentret er under horisonten (mørketid) er for Alta 56 dager og for Hammerfest 61 dager. Undersøkelser viser at 4 prosent av befolkningen i Finnmark oppgir klima som en potensiell flyttegrunn, men også her finnes regionale forskjeller idet fiskerikommunene Måsøy, Gamvik og Vardø har et prosentall på ca. 10. 8.4.4. Familiestruktur	36:46	0:349	13425	real_norwegian_semantic_change	no	andrey
horisont	NN	1929	1929-1965	1929-1965_horisont_137		Derimot er hde lagpakken granitt-(trondtijemitt)ånjisert opp til en horisont av sedimentaer jernmalm, noe over Melkedalskalken.	68:76	0:126	13437	real_norwegian_semantic_change	no	andrey
horisont	NN	1970	1970-2015	1970-2015_horisont_44		Med den angitte tidshorisont for grunnforskning, og tilsvarende horisonter på anslagsvis 5 år for anvendt forskning og 2-3 år for produktutvikling, kan spørsmålet reises om landsdelen har bedrifter som har kapital styrke til å baere FoU-arbeid som ikke umiddelbart er profittskapende.	64:74	0:283	13420	real_norwegian_semantic_change	no	andrey
horisont	NN	1929	1929-1965	1929-1965_horisont_231		Gud Fader utstrekker sin almektige finger henimot den sovende Adam, som i samme øieblikk våkner av søvnens urdyp til en dump, barnslig undren. Usikkert famlende hever Adam sin hand op mot Guds befalende finger. Mellemrummet mellem de to fingre — Guds og menneskets — er kun ringe, bare en fingers bredde, og idet den guddommelige fylde strømmer Adam imøte, synes den guddommelige skaperakt og den raenneskelig-religiøse gjenstandsakt å flyte sammen i ét. Guds kaldelse og det menneskelige gjensvar, Guds kjaerlighet og den menneskelige gjenkjaerlighet danner likesom et übrutt hele. Og i det inntrykk, hvorved Adam våkner til bevissthet om Gud, er eros og logos — undren og kjaerlighet — sammensmeltet i en og samme sjelsrørelse, den uraffekt, hvori religionen har sin grunn. Enhver undren hos barnet, hvori en hengivenhet, om enn nokså dump, åpenbarer sig, er en åndelig opvåknen av lignende art. I den stiger alltid nogle stråler av ånderis sol op over horisonten og bebuder den kommende sol opgang.	952:962	0:998	13426	real_norwegian_semantic_change	no	andrey
horisont	NN	1970	1970-2015	1970-2015_horisont_87		For gruppen med lengst horisont må det forutsettes et noe høyere avkastningskrav.	23:31	0:81	13434	real_norwegian_semantic_change	no	andrey
horisont	NN	1929	1929-1965	1929-1965_horisont_172		Den fossilførende serie ved Pantdalselven blir å betrakte som den yngste stratigrafiske horisont som er påvist i området.	88:96	0:121	13428	real_norwegian_semantic_change	no	andrey
horisont	NN	1929	1929-1965	1929-1965_horisont_199		For å holde riktig kurs måtte jeg måle solhøyden over horisonten ved middag for å få vite hvilken breddegrad vi var på, og om formiddag eller ettermiddag for å regne ut hvilken lengdegrad vest for Greenwich vi hadde nådd. Til det trengte vi også å vite hva tiden var i Greenwich, og den fikk vi ved våre gode lommeur.	54:64	0:317	13433	real_norwegian_semantic_change	no	andrey
horisont	NN	1970	1970-2015	1970-2015_horisont_168		Bare målinger hvor solen står høyere enn 5 grader over horisonten er tatt med. Målingene med GUVSII startet 18. september 1992. Figur 15 viser dose-raten av UV-strålingen ved lokal middag fra 18. september til 31. desember 1992.	55:65	0:228	13435	real_norwegian_semantic_change	no	andrey
horisont	NN	1970	1970-2015	1970-2015_horisont_205		- Du var nok streng, ja. Men så hadde du dette med alle historiene som myket opp timene - og alle vitsene.. - Husker dere de stundene om morgenen, i nullte time for eksempel, sier han inntrengende og ser de to jentene «sine» dypt inn i øynene. Forventningsfullt stirrer de tilbake... da vi slokte lyset i klassevaerelset og satt stille og bare kikket på hvordan en ildrød solkule langsomt steg opp bak horisonten over Østheim.	401:411	0:425	13424	real_norwegian_semantic_change	no	andrey
