lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	identifier_system	project	lang	user
skjerm	NN	1970	1970-2015	1970-2015_skjerm_161		Dersom kapitalavkastinga permanent blir verande høgare enn i utlandet, vil sektoren ekspandera til den har slukt all tilgjengeleg arbeidskraft. Ingen av desse situasjonane kan oppretthaldast på lang sikt. Tvert imot så må lønningar og prisar til slutt innretta seg slik at kapitalen får same avkasting både i skjerma og i konkurranseutsett sektor som den får i utlandet.	309:316	0:370	13283	real_norwegian_semantic_change	no	andrey
skjerm	NN	1929	1929-1965	1929-1965_skjerm_90		Blomstene gulgrønne, i kopp, d. e. en enslig hunnblomst, bestående av en stilket støweg, omgitt av flere hannblomster, hver bestående av 1 støvbaerer, det hele omgitt av et sambladet svøp, koppdekket. Koppene samlet i sammensatt skjerm med dekkblad. — Giftige urter med melkesaft. al. Bladene omvendt eggf ormete (sjelden ovale). 1. E. cyparissias.	228:234	0:347	13270	real_norwegian_semantic_change	no	andrey
skjerm	NN	1970	1970-2015	1970-2015_skjerm_335		Om bord kan navigatør og skipsfører fortløpende observere skipets bevegelser i forhold til omgivelsene på en elektronisk skjerm.	121:127	0:128	13284	real_norwegian_semantic_change	no	andrey
skjerm	NN	1929	1929-1965	1929-1965_skjerm_8		Det greier sig. Han setter dragkjerren fra sig ved gårdsveien; en del and* pusten gjør han en rund og ivrig armbevegelse op mot luens skjerm og fortsetter sin vandring alene. — Samme aften opsøker han sin forhenvaerende kollega, overlaerer Knudsen.	134:140	0:246	13275	real_norwegian_semantic_change	no	andrey
skjerm	NN	1929	1929-1965	1929-1965_skjerm_94		Skjermen nesten kulerund.	0:0	0:25	13272	real_norwegian_semantic_change	no	andrey
skjerm	NN	1929	1929-1965	1929-1965_skjerm_57		Stiller vi en skjerm i en viss av- stand bak linsen, viser det sig en liten lysende flekk på skjermen. Dersom denne flekken faller på et stykke papir, begynner det å brenne. 1 Solstrålene blir altså brutt i linsen slik at de samler sig i ett punkt (fig. 19).	14:20	0:258	13274	real_norwegian_semantic_change	no	andrey
skjerm	NN	1970	1970-2015	1970-2015_skjerm_254		På arbeidsplassen er det brukt en «switchboks», dvs. en egen boks med bryter som gjør at man kan koble seg fra den ene PCen til den andre, slik at flere PCer kan benytte felles tastatur, mus og skjerm.	194:200	0:201	13288	real_norwegian_semantic_change	no	andrey
skjerm	NN	1970	1970-2015	1970-2015_skjerm_205		"I presentasjonen på skjermen skal det helst angis med et klart begrep hvor man kan ""klikke"" for å fa opp selve dokumentet."	20:28	0:122	13268	real_norwegian_semantic_change	no	andrey
skjerm	NN	1970	1970-2015	1970-2015_skjerm_396		Man er ikke helt fornøyd med skjermen i Sverige og det arbeides med å komme fram til en skjerm som gir bedre avskjerming.	29:35	0:121	13280	real_norwegian_semantic_change	no	andrey
skjerm	NN	1970	1970-2015	1970-2015_skjerm_124		De fikk fram raske resultater, og de bestemte selv hva Registreringsarbeidet førte til et naturlig prosjekttiltaket i 1988, har det fått økonomisk samarbeid med ulike forskningsinstitusjoner for som skulle komme fram på skjermen når de stilte støtte av Kirke-, utdannings- og forskningsdeparte- at vi kunne utarbeide kildetro registrerings- spørsmål til kildene.	220:228	0:362	13289	real_norwegian_semantic_change	no	andrey
skjerm	NN	1929	1929-1965	1929-1965_skjerm_4		Til disse knot* ter fester vi linser, lys og skjerm.	45:51	0:52	13273	real_norwegian_semantic_change	no	andrey
