lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	identifier_system	project	lang	user
linse	NN	1929	1929-1965	1929-1965_linse_184		Slik som øynene er plasert kan de ikke begge samtidig rettes mot et bestemt punkt, og pigghåen har derfor et monokulaert syn. Linsemuskelen kan forandre linsens stilling og til en viss grad innstille på skarpt syn, men ikke med slik presisjon som hos mennesker og andre høyere dyr.	152:159	0:280	13612	real_norwegian_semantic_change	no	andrey
linse	NN	1970	1970-2015	1970-2015_linse_31		La meg snu linsa mot det kulturskapte.	11:16	0:38	13613	real_norwegian_semantic_change	no	andrey
linse	NN	1929	1929-1965	1929-1965_linse_107		At det har sirkulert kiselsyreførende vandige oppløsninger i området framgår også av at glimmerskifrene i Bomfjell—Ørtfjellområdet mange steder er fulle av små forvredne slirer og linser av kvarts.	180:186	0:197	13606	real_norwegian_semantic_change	no	andrey
linse	NN	1970	1970-2015	1970-2015_linse_42		I underordnet mengde forekommer lag og linser av amfibolitt og kalk- silikatgneis.	39:45	0:82	13593	real_norwegian_semantic_change	no	andrey
linse	NN	1929	1929-1965	1929-1965_linse_77		I grunnmassen ses spredte små skarpkantete kvartskorn samt sekundaere linser av kalkspat med kloritt. Nordøst for Dalsvatnet er tatt prøver av sandstein og arkoseartet sandstein (muligens for en del opknust trondhjemitt) like i gabbrogrensen og av kataklastisk gabbro fra grensen.	69:75	0:279	13596	real_norwegian_semantic_change	no	andrey
linse	NN	1970	1970-2015	1970-2015_linse_10		stk linse på 45°.	4:9	0:17	13598	real_norwegian_semantic_change	no	andrey
linse	NN	1970	1970-2015	1970-2015_linse_90		Det må understrekes at ikke all marin leire blir kvikk, og kvikkleire dannes typisk i linser eller lommer i dalsider og i skråninger mot elver eller sjøer (Figur 4).	86:92	0:165	13610	real_norwegian_semantic_change	no	andrey
linse	NN	1970	1970-2015	1970-2015_linse_69		Øvre ledd (ca. 310 m) domineres av middels til finkornet polymikt konglomerat, med underordnete linser av grovere materiale og med bare enkelte gråbrune sandsteins- (gråvakke) lag. Konglomeratbollene består for det meste av grågrønn, fin- til grovkornet gråvakkesandstein (pre-devonsk?) og av metamorfe bergarter (skifer, gneis).	96:102	0:329	13597	real_norwegian_semantic_change	no	andrey
linse	NN	1929	1929-1965	1929-1965_linse_51		Det viste g«3 imidlertid at dette ikke kunne skattes i nsdvsndi3 utstrekning Bp«rsmklet om transportmidler ble dsrtor tatt opp med de britiske mvndi3neter, men oa. 2 måneder 31KK tsr transportmaterisll kom trem. linsen i Vannmark nådde i mellomtiden mattet operere under de vanskeliMte toruold.	212:218	0:294	13600	real_norwegian_semantic_change	no	andrey
linse	NN	1929	1929-1965	1929-1965_linse_100		Den granittiske gneis som forekommer i større sammenhengende f elter i den sydlige del av området er en sterkt skifrig finkornet gneis av lys eller rødlig farge. Den skiller seg tydelig fra den meget mer grovkornete bergart i linsene i glimmergneisene.	226:233	0:252	13609	real_norwegian_semantic_change	no	andrey
linse	NN	1929	1929-1965	1929-1965_linse_94		Bergartene i Huddingsdalen ligner meget på Liming-avdelingens bergarter i Skarmodalen i området på nordsiden av Børgefjell-massivet (Strand 1955, s. 63). I begge områder består avdelingens av sterkt grønnfargete klorittrike og tildels hornblendeførende skifrer med innleirete lag eller striper av hvit kvarts-albitt-bergart. Som intrusjon i Liming-avdelingens grønne kalkskifer i Storbekken fantes en desimetertykk linse av en lys finkornet meta-trondhjemittporfyr med I—21 —2 mm store firkantete innsprengninger av albitt.	415:420	0:523	13611	real_norwegian_semantic_change	no	andrey
linse	NN	1970	1970-2015	1970-2015_linse_28		Blir fortetningene i linsen så store at synet blir vesentlig redusert, forsøker man ofte en operativ fjernelse av linsen.	21:27	0:121	13594	real_norwegian_semantic_change	no	andrey
linse	NN	1970	1970-2015	1970-2015_linse_5		Grå staer skyldes at øyets linse blir uklar, og forekommer hos halvparten av alle 75-åringer, hyppigst hos kvinner. Sykdommen behandles kirurgisk med godt resultat.	26:31	0:163	13602	real_norwegian_semantic_change	no	andrey
linse	NN	1929	1929-1965	1929-1965_linse_241		Det gikk ellers sent med byggingen. Fneu i slutten av 70--årene var der i Markegaten bare 3 små hus. og , Skoleguten og sønnenfor denne var. med undtagelse av sykehuset, ikke et eneste hus. for man kom til skolehuset og prestegarden. I Hestenesset var omtrent ingen hus. og seiv i Strandgaten var det betyele tomrum, og flere av de hus som nu har to etasjer, hadde den gang bare en. Efterhånden har det dog gatt fremover. kader sildefisket i kom det mere fart i byggearbeidet, og i d e siste årene er det bygget adskillig. tildels villamessige kus. Den del av bye. som ligger vestenfor Livius Smitts garn. er nu nogenlunde bein gog i Hesteneset er det ogsa komme: nokså mange hus. [ de årene er det °sså b men villaer østenfor prestegården lo linsene i bloio en nn det meste temmelig sma olle med bare 1 eller De etasje.	743:750	0:820	13603	real_norwegian_semantic_change	no	andrey
linse	NN	1929	1929-1965	1929-1965_linse_52		Han sto Fjerne ved siden av styre» linset eller i uestikkluFaren.	35:41	0:65	13607	real_norwegian_semantic_change	no	andrey
linse	NN	1970	1970-2015	1970-2015_linse_16		Ved å deltalj innstille linsen på noen få objekter eller prosesser, risikerer man å miste av syne mye av det som er interessant ved forsøksvirksomheten.	24:30	0:152	13608	real_norwegian_semantic_change	no	andrey
linse	NN	1970	1970-2015	1970-2015_linse_4		Videre omfatter bransjen produksjon av fotografisk materiell, fotokopieringsutstyr, linser og optiske instrumenter.	84:90	0:115	13595	real_norwegian_semantic_change	no	andrey
linse	NN	1929	1929-1965	1929-1965_linse_163		— D.] 9) Konveks linse — D, K 35, 36. 10) Linsen som forstørrelsesglass — lupe. [11) Fotografiapparatet	17:22	0:103	13599	real_norwegian_semantic_change	no	andrey
